[Rank 470] xlo: 752.459094, xhi: 859.953250, ylo: 214.988312, yhi: 322.482469, zlo: 644.964937, zhi: 752.459094
[Rank 511] xlo: 752.459094, xhi: 859.953250, ylo: 752.459094, yhi: 859.953250, zlo: 752.459094, zhi: 859.953250
[Rank 510] xlo: 752.459094, xhi: 859.953250, ylo: 752.459094, yhi: 859.953250, zlo: 644.964937, zhi: 752.459094
[Rank 1] xlo: 0.000000, xhi: 107.494156, ylo: 0.000000, yhi: 107.494156, zlo: 107.494156, zhi: 214.988312
# Create System:
[Rank 0] xlo: 0.000000, xhi: 107.494156, ylo: 0.000000, yhi: 107.494156, zlo: 0.000000, zhi: 107.494156
# Done .... 
# miniMD-Reference 1.2 (MPI+OpenMP) output ...
# Run Settings: 
	# MPI processes: 512
	# Host Threads: 1
	# Inputfile: in.lj.miniMD
	# Datafile: None
# Physics Settings: 
	# ForceStyle: LJ
	# Force Parameters: 1.00 1.00
	# Units: LJ
	# Atoms: 536870912
	# Atom types: 8
	# System size: 859.95 859.95 859.95 (unit cells: 512 512 512)
	# Density: 0.844200
	# Force cutoff: 2.500000
	# Timestep size: 0.005000
# Technical Settings: 
	# Neigh cutoff: 2.800000
	# Half neighborlists: 1
	# Team neighborlist construction: 0
	# Neighbor bins: 307 307 307
	# Neighbor frequency: 1000
	# Sorting frequency: 1000
	# Thermo frequency: 100
	# Ghost Newton: 1
	# Use intrinsics: 0
	# Do safe exchange: 0
	# Size of float: 8

[Rank 18] xlo: 0.000000, xhi: 107.494156, ylo: 214.988312, yhi: 322.482469, zlo: 214.988312, zhi: 322.482469
[Rank 127] xlo: 107.494156, xhi: 214.988312, ylo: 752.459094, yhi: 859.953250, zlo: 752.459094, zhi: 859.953250
[Rank 240] xlo: 322.482469, xhi: 429.976625, ylo: 644.964937, yhi: 752.459094, zlo: 0.000000, zhi: 107.494156
[Rank 288] xlo: 429.976625, xhi: 537.470781, ylo: 429.976625, yhi: 537.470781, zlo: 0.000000, zhi: 107.494156
[Rank 103] xlo: 107.494156, xhi: 214.988312, ylo: 429.976625, yhi: 537.470781, zlo: 752.459094, zhi: 859.953250
[Rank 241] xlo: 322.482469, xhi: 429.976625, ylo: 644.964937, yhi: 752.459094, zlo: 107.494156, zhi: 214.988312
[Rank 282] xlo: 429.976625, xhi: 537.470781, ylo: 322.482469, yhi: 429.976625, zlo: 214.988312, zhi: 322.482469
[Rank 214] xlo: 322.482469, xhi: 429.976625, ylo: 214.988312, yhi: 322.482469, zlo: 644.964937, zhi: 752.459094
[Rank 302] xlo: 429.976625, xhi: 537.470781, ylo: 537.470781, yhi: 644.964937, zlo: 644.964937, zhi: 752.459094
[Rank 450] xlo: 752.459094, xhi: 859.953250, ylo: 0.000000, yhi: 107.494156, zlo: 214.988312, zhi: 322.482469
[Rank 345] xlo: 537.470781, xhi: 644.964937, ylo: 322.482469, yhi: 429.976625, zlo: 107.494156, zhi: 214.988312
[Rank 247] xlo: 322.482469, xhi: 429.976625, ylo: 644.964937, yhi: 752.459094, zlo: 752.459094, zhi: 859.953250
[Rank 487] xlo: 752.459094, xhi: 859.953250, ylo: 429.976625, yhi: 537.470781, zlo: 752.459094, zhi: 859.953250
[Rank 344] xlo: 537.470781, xhi: 644.964937, ylo: 322.482469, yhi: 429.976625, zlo: 0.000000, zhi: 107.494156
[Rank 354] xlo: 537.470781, xhi: 644.964937, ylo: 429.976625, yhi: 537.470781, zlo: 214.988312, zhi: 322.482469
[Rank 384] xlo: 644.964937, xhi: 752.459094, ylo: 0.000000, yhi: 107.494156, zlo: 0.000000, zhi: 107.494156
[Rank 19] xlo: 0.000000, xhi: 107.494156, ylo: 214.988312, yhi: 322.482469, zlo: 322.482469, zhi: 429.976625
[Rank 458] xlo: 752.459094, xhi: 859.953250, ylo: 107.494156, yhi: 214.988312, zlo: 214.988312, zhi: 322.482469
[Rank 97] xlo: 107.494156, xhi: 214.988312, ylo: 429.976625, yhi: 537.470781, zlo: 107.494156, zhi: 214.988312
[Rank 161] xlo: 214.988312, xhi: 322.482469, ylo: 429.976625, yhi: 537.470781, zlo: 107.494156, zhi: 214.988312
[Rank 313] xlo: 429.976625, xhi: 537.470781, ylo: 752.459094, yhi: 859.953250, zlo: 107.494156, zhi: 214.988312
[Rank 303] xlo: 429.976625, xhi: 537.470781, ylo: 537.470781, yhi: 644.964937, zlo: 752.459094, zhi: 859.953250
[Rank 96] xlo: 107.494156, xhi: 214.988312, ylo: 429.976625, yhi: 537.470781, zlo: 0.000000, zhi: 107.494156
[Rank 162] xlo: 214.988312, xhi: 322.482469, ylo: 429.976625, yhi: 537.470781, zlo: 214.988312, zhi: 322.482469
[Rank 301] xlo: 429.976625, xhi: 537.470781, ylo: 537.470781, yhi: 644.964937, zlo: 537.470781, zhi: 644.964937
[Rank 126] xlo: 107.494156, xhi: 214.988312, ylo: 752.459094, yhi: 859.953250, zlo: 644.964937, zhi: 752.459094
[Rank 67] xlo: 107.494156, xhi: 214.988312, ylo: 0.000000, yhi: 107.494156, zlo: 322.482469, zhi: 429.976625
